video_id,product_id,platform,title,video_url,publish_date,duration_seconds,views,likes,comments,shares,creator_followers,content_format,hook_type,demo_present,comparison_present,cta_present,main_feature,description,transcript,hashtags,creator_name,language
V004061,P0813,Facebook,Synthetic Product Video 813-1,https://example.com/videos/v004061,2036-02-13,172,769104,175375,22148,31770,356216,comparison,question,True,True,True,customer support,Quick demo and real example with a current price reminder.,This comparison explains the alternative and when it is worth it.,#demo #review #affiliate,Creator 13,en
V004062,P0813,YouTube,Synthetic Product Video 813-2,https://example.com/videos/v004062,2036-02-14,126,380174,,,,41776,tutorial,question,True,True,True,automation,Top 5 tips and best tools for this category.,Today I'm showing how it works. Use code TEST for a small discount.,comparison | tools | discount,Creator 13,en
V004063,P0813,Other,Synthetic Product Video 813-3,https://example.com/videos/v004063,2036-02-15,178,877916,628028,27165,24536,,lifestyle,question,,False,False,design,Top 5 tips and best tools for this category.,This comparison explains the alternative and when it is worth it.,"tutorial, setup, tips",Creator 13,en
V004064,P0813,TikTok,Synthetic Product Video 813-4,https://example.com/videos/v004064,2036-02-16,192,66471,52060,964,4464,209818,listicle,result_first,,False,False,design,Step by step tutorial showing the setup and main benefits.,Today I'm showing how it works. Use code TEST for a small discount.,"tutorial, setup, tips",Creator 13,unknown
V004065,P0813,TikTok,Synthetic Product Video 813-5,https://example.com/videos/v004065,2036-02-17,31,879740,11386,17886,51159,464023,lifestyle,general_introduction,True,,True,customer support,Top 5 tips and best tools for this category.,I got better results after using the template and export options.,#career #automation #template,Creator 13,en
V004066,P0814,Instagram,Synthetic Product Video 814-1,https://example.com/videos/v004066,2036-02-18,56,202802,199867,3875,16326,274926,listicle,problem_solution,True,True,,speed,Step by step tutorial showing the setup and main benefits.,Struggling with setup? Here is how to fix it in a simple walkthrough.,#demo #review #affiliate,Creator 14,en
V004067,P0814,TikTok,Synthetic Product Video 814-2,https://example.com/videos/v004067,2036-02-19,12,837069,,,,32410,testimonial,discount_offer,,,True,design,Quick demo and real example with a current price reminder.,Struggling with setup? Here is how to fix it in a simple walkthrough.,"tutorial, setup, tips",Creator 14,unknown
V004068,P0814,TikTok,Synthetic Product Video 814-3,https://example.com/videos/v004068,2036-02-20,54,5080,2618,218,489,,review,problem_solution,True,False,True,automation,Step by step tutorial showing the setup and main benefits.,This comparison explains the alternative and when it is worth it.,comparison | tools | discount,Creator 14,en
V004069,P0814,Instagram,Synthetic Product Video 814-4,https://example.com/videos/v004069,2036-02-21,97,16891,8278,487,542,272130,review,question,True,True,,design,Top 5 tips and best tools for this category.,Struggling with setup? Here is how to fix it in a simple walkthrough.,"tutorial, setup, tips",Creator 14,en
V004070,P0814,Instagram,Synthetic Product Video 814-5,https://example.com/videos/v004070,2036-02-22,190,894385,510603,32821,35568,310318,review,result_first,True,True,,automation,Quick demo and real example with a current price reminder.,I got better results after using the template and export options.,"tutorial, setup, tips",Creator 14,unknown
V004071,P0815,YouTube,Synthetic Product Video 815-1,https://example.com/videos/v004071,2036-02-23,181,481291,396286,6036,6409,339256,review,problem_solution,,,False,ease of use,Step by step tutorial showing the setup and main benefits.,Struggling with setup? Here is how to fix it in a simple walkthrough.,#demo #review #affiliate,Creator 15,en
V004072,P0815,Facebook,Synthetic Product Video 815-2,https://example.com/videos/v004072,2036-02-24,58,259462,,,,353868,testimonial,question,False,True,True,automation,Quick demo and real example with a current price reminder.,Struggling with setup? Here is how to fix it in a simple walkthrough.,"tutorial, setup, tips",Creator 15,unknown
V004073,P0815,Instagram,Synthetic Product Video 815-3,https://example.com/videos/v004073,2036-02-25,41,816389,272853,7812,16542,,lifestyle,surprising_fact,,True,True,durability,Top 5 tips and best tools for this category.,I got better results after using the template and export options.,#demo #review #affiliate,Creator 15,unknown
V004074,P0815,TikTok,Synthetic Product Video 815-4,https://example.com/videos/v004074,2036-02-26,173,58810,48512,2869,1837,166687,review,surprising_fact,,False,,ease of use,Honest review with pros and cons plus a link in bio.,This comparison explains the alternative and when it is worth it.,comparison | tools | discount,Creator 15,en
V004075,P0815,TikTok,Synthetic Product Video 815-5,https://example.com/videos/v004075,2036-02-27,173,801129,244267,2783,59018,143615,review,problem_solution,,False,False,price,Top 5 tips and best tools for this category.,This comparison explains the alternative and when it is worth it.,comparison | tools | discount,Creator 15,en
V004076,P0816,TikTok,Synthetic Product Video 816-1,https://example.com/videos/v004076,2036-02-28,168,829379,769318,28028,64241,464156,tutorial,general_introduction,True,True,True,durability,Quick demo and real example with a current price reminder.,I got better results after using the template and export options.,#demo #review #affiliate,Creator 16,en
V004077,P0816,Facebook,Synthetic Product Video 816-2,https://example.com/videos/v004077,2036-02-29,37,469298,,,,437522,listicle,general_introduction,True,False,True,ease of use,Quick demo and real example with a current price reminder.,This comparison explains the alternative and when it is worth it.,#career #automation #template,Creator 16,en
V004078,P0816,Instagram,Synthetic Product Video 816-3,https://example.com/videos/v004078,2036-03-01,111,600048,244521,18366,26146,,comparison,general_introduction,True,,False,portability,Top 5 tips and best tools for this category.,This comparison explains the alternative and when it is worth it.,comparison | tools | discount,Creator 16,unknown
V004079,P0816,Facebook,Synthetic Product Video 816-4,https://example.com/videos/v004079,2036-03-02,129,642624,10520,16106,624,79078,comparison,general_introduction,False,False,False,price,Honest review with pros and cons plus a link in bio.,Today I'm showing how it works. Use code TEST for a small discount.,#demo #review #affiliate,Creator 16,en
V004080,P0816,Instagram,Synthetic Product Video 816-5,https://example.com/videos/v004080,2036-03-03,61,418927,35218,16549,6691,460385,tutorial,question,False,,True,portability,Top 5 tips and best tools for this category.,I got better results after using the template and export options.,#career #automation #template,Creator 16,en
V004081,P0817,YouTube,Synthetic Product Video 817-1,https://example.com/videos/v004081,2036-03-04,160,337890,132482,12038,1146,244071,listicle,problem_solution,True,,False,speed,Honest review with pros and cons plus a link in bio.,Struggling with setup? Here is how to fix it in a simple walkthrough.,"tutorial, setup, tips",Creator 17,en
V004082,P0817,TikTok,Synthetic Product Video 817-2,https://example.com/videos/v004082,2036-03-05,162,956960,,,,224432,comparison,general_introduction,,False,False,design,Top 5 tips and best tools for this category.,I got better results after using the template and export options.,#career #automation #template,Creator 17,en
V004083,P0817,TikTok,Synthetic Product Video 817-3,https://example.com/videos/v004083,2036-03-06,76,985068,831660,7810,95254,,testimonial,discount_offer,False,True,False,durability,Step by step tutorial showing the setup and main benefits.,This comparison explains the alternative and when it is worth it.,comparison | tools | discount,Creator 17,en
V004084,P0817,TikTok,Synthetic Product Video 817-4,https://example.com/videos/v004084,2036-03-07,207,486792,296152,10634,43443,366345,testimonial,surprising_fact,False,False,True,customer support,Step by step tutorial showing the setup and main benefits.,Today I'm showing how it works. Use code TEST for a small discount.,#demo #review #affiliate,Creator 17,unknown
V004085,P0817,Other,Synthetic Product Video 817-5,https://example.com/videos/v004085,2036-03-08,202,482173,469387,15583,34749,355452,review,result_first,True,,True,design,Top 5 tips and best tools for this category.,I got better results after using the template and export options.,#career #automation #template,Creator 17,en
V004086,P0818,Other,Synthetic Product Video 818-1,https://example.com/videos/v004086,2036-03-09,74,883632,482457,6264,64495,239126,demo,general_introduction,True,False,,price,Honest review with pros and cons plus a link in bio.,This comparison explains the alternative and when it is worth it.,#career #automation #template,Creator 18,en
V004087,P0818,Other,Synthetic Product Video 818-2,https://example.com/videos/v004087,2036-03-10,153,408834,,,,86235,unboxing,problem_solution,,True,False,ease of use,Quick demo and real example with a current price reminder.,Today I'm showing how it works. Use code TEST for a small discount.,#demo #review #affiliate,Creator 18,en
V004088,P0818,Other,Synthetic Product Video 818-3,https://example.com/videos/v004088,2036-03-11,176,469565,279953,21975,7370,,comparison,result_first,False,True,,design,Quick demo and real example with a current price reminder.,This comparison explains the alternative and when it is worth it.,#career #automation #template,Creator 18,en
V004089,P0818,Instagram,Synthetic Product Video 818-4,https://example.com/videos/v004089,2036-03-12,107,40258,25129,425,3741,319227,listicle,discount_offer,False,False,,customer support,Honest review with pros and cons plus a link in bio.,Today I'm showing how it works. Use code TEST for a small discount.,#demo #review #affiliate,Creator 18,unknown
V004090,P0818,Facebook,Synthetic Product Video 818-5,https://example.com/videos/v004090,2036-03-13,144,774076,540194,30277,55248,127882,testimonial,surprising_fact,True,False,False,ease of use,Honest review with pros and cons plus a link in bio.,This comparison explains the alternative and when it is worth it.,#career #automation #template,Creator 18,unknown
V004091,P0819,Other,Synthetic Product Video 819-1,https://example.com/videos/v004091,2036-03-14,39,1190,595,18,59,64931,unboxing,general_introduction,False,,False,portability,Step by step tutorial showing the setup and main benefits.,Today I'm showing how it works. Use code TEST for a small discount.,comparison | tools | discount,Creator 19,en
V004092,P0819,Facebook,Synthetic Product Video 819-2,https://example.com/videos/v004092,2036-03-15,194,897796,,,,262535,tutorial,discount_offer,,,False,price,Honest review with pros and cons plus a link in bio.,Today I'm showing how it works. Use code TEST for a small discount.,comparison | tools | discount,Creator 19,en
V004093,P0819,Facebook,Synthetic Product Video 819-3,https://example.com/videos/v004093,2036-03-16,146,646407,542604,9763,64430,,listicle,question,True,True,False,speed,Honest review with pros and cons plus a link in bio.,I got better results after using the template and export options.,comparison | tools | discount,Creator 19,en
V004094,P0819,Instagram,Synthetic Product Video 819-4,https://example.com/videos/v004094,2036-03-17,153,833572,401229,28536,22010,264856,testimonial,question,False,True,,portability,Quick demo and real example with a current price reminder.,I got better results after using the template and export options.,#demo #review #affiliate,Creator 19,unknown
V004095,P0819,YouTube,Synthetic Product Video 819-5,https://example.com/videos/v004095,2036-03-18,78,917253,491933,3312,34462,417680,unboxing,question,False,False,False,price,Top 5 tips and best tools for this category.,I got better results after using the template and export options.,"tutorial, setup, tips",Creator 19,en
V004096,P0820,TikTok,Synthetic Product Video 820-1,https://example.com/videos/v004096,2036-03-19,47,206233,139113,1625,14738,80753,comparison,general_introduction,,,False,automation,Quick demo and real example with a current price reminder.,This comparison explains the alternative and when it is worth it.,#demo #review #affiliate,Creator 20,en
V004097,P0820,Other,Synthetic Product Video 820-2,https://example.com/videos/v004097,2036-03-20,45,55222,,,,397218,tutorial,discount_offer,True,,,ease of use,Step by step tutorial showing the setup and main benefits.,I got better results after using the template and export options.,#demo #review #affiliate,Creator 20,en
V004098,P0820,Other,Synthetic Product Video 820-3,https://example.com/videos/v004098,2036-03-21,10,981542,950032,47584,90981,,listicle,general_introduction,,,False,portability,Top 5 tips and best tools for this category.,This comparison explains the alternative and when it is worth it.,"tutorial, setup, tips",Creator 20,unknown
V004099,P0820,YouTube,Synthetic Product Video 820-4,https://example.com/videos/v004099,2036-03-22,99,695950,576224,20305,32072,471613,unboxing,problem_solution,True,,True,automation,Top 5 tips and best tools for this category.,I got better results after using the template and export options.,comparison | tools | discount,Creator 20,en
V004100,P0820,Facebook,Synthetic Product Video 820-5,https://example.com/videos/v004100,2036-03-23,166,129250,47097,6416,8088,110402,lifestyle,problem_solution,False,,False,customer support,Top 5 tips and best tools for this category.,I got better results after using the template and export options.,#demo #review #affiliate,Creator 20,en
V004101,P0821,Instagram,Synthetic Product Video 821-1,https://example.com/videos/v004101,2036-03-24,35,311627,71292,5116,22708,366488,demo,surprising_fact,True,,,ease of use,Quick demo and real example with a current price reminder.,Today I'm showing how it works. Use code TEST for a small discount.,"tutorial, setup, tips",Creator 21,unknown
V004102,P0821,Instagram,Synthetic Product Video 821-2,https://example.com/videos/v004102,2036-03-25,228,900214,,,,111342,comparison,problem_solution,False,True,True,customer support,Honest review with pros and cons plus a link in bio.,This comparison explains the alternative and when it is worth it.,#career #automation #template,Creator 21,en
V004103,P0821,Instagram,Synthetic Product Video 821-3,https://example.com/videos/v004103,2036-03-26,44,179730,131303,1071,757,,unboxing,problem_solution,True,,,durability,Step by step tutorial showing the setup and main benefits.,I got better results after using the template and export options.,#demo #review #affiliate,Creator 21,en
V004104,P0821,YouTube,Synthetic Product Video 821-4,https://example.com/videos/v004104,2036-03-27,83,59293,6442,2279,5734,65921,comparison,problem_solution,True,,True,automation,Honest review with pros and cons plus a link in bio.,Today I'm showing how it works. Use code TEST for a small discount.,comparison | tools | discount,Creator 21,unknown
V004105,P0821,Facebook,Synthetic Product Video 821-5,https://example.com/videos/v004105,2036-03-28,124,550153,51373,27363,30669,337687,tutorial,surprising_fact,,True,,customer support,Honest review with pros and cons plus a link in bio.,Today I'm showing how it works. Use code TEST for a small discount.,#career #automation #template,Creator 21,en
V004106,P0822,TikTok,Synthetic Product Video 822-1,https://example.com/videos/v004106,2036-03-29,227,198425,187124,6599,12681,433723,comparison,question,,,True,ease of use,Quick demo and real example with a current price reminder.,Struggling with setup? Here is how to fix it in a simple walkthrough.,#demo #review #affiliate,Creator 22,en
V004107,P0822,YouTube,Synthetic Product Video 822-2,https://example.com/videos/v004107,2036-03-30,192,293659,,,,105142,lifestyle,surprising_fact,False,True,,speed,Top 5 tips and best tools for this category.,I got better results after using the template and export options.,#demo #review #affiliate,Creator 22,unknown
V004108,P0822,Facebook,Synthetic Product Video 822-3,https://example.com/videos/v004108,2036-03-31,142,359578,318440,11479,28705,,demo,problem_solution,,,True,ease of use,Quick demo and real example with a current price reminder.,Today I'm showing how it works. Use code TEST for a small discount.,"tutorial, setup, tips",Creator 22,en
V004109,P0822,TikTok,Synthetic Product Video 822-4,https://example.com/videos/v004109,2036-04-01,183,329530,263967,7039,21550,222512,review,general_introduction,False,,False,customer support,Top 5 tips and best tools for this category.,Struggling with setup? Here is how to fix it in a simple walkthrough.,"tutorial, setup, tips",Creator 22,en
V004110,P0822,YouTube,Synthetic Product Video 822-5,https://example.com/videos/v004110,2036-04-02,180,609286,542012,18255,4047,329349,comparison,problem_solution,False,,,automation,Quick demo and real example with a current price reminder.,I got better results after using the template and export options.,#career #automation #template,Creator 22,unknown
V004111,P0823,Other,Synthetic Product Video 823-1,https://example.com/videos/v004111,2036-04-03,87,72063,18755,1827,4983,77537,lifestyle,general_introduction,False,True,False,portability,Top 5 tips and best tools for this category.,Struggling with setup? Here is how to fix it in a simple walkthrough.,#career #automation #template,Creator 23,en
V004112,P0823,YouTube,Synthetic Product Video 823-2,https://example.com/videos/v004112,2036-04-04,34,287013,,,,295654,listicle,discount_offer,,,True,design,Step by step tutorial showing the setup and main benefits.,This comparison explains the alternative and when it is worth it.,#career #automation #template,Creator 23,en
V004113,P0823,TikTok,Synthetic Product Video 823-3,https://example.com/videos/v004113,2036-04-05,35,445003,195596,2209,20310,,demo,general_introduction,True,False,True,design,Step by step tutorial showing the setup and main benefits.,Struggling with setup? Here is how to fix it in a simple walkthrough.,#career #automation #template,Creator 23,en
V004114,P0823,Other,Synthetic Product Video 823-4,https://example.com/videos/v004114,2036-04-06,199,574978,574882,21680,32200,119258,review,question,,,,durability,Quick demo and real example with a current price reminder.,This comparison explains the alternative and when it is worth it.,#career #automation #template,Creator 23,en
V004115,P0823,Other,Synthetic Product Video 823-5,https://example.com/videos/v004115,2036-04-07,87,323162,222786,14611,26964,163283,demo,general_introduction,,True,True,automation,Step by step tutorial showing the setup and main benefits.,Today I'm showing how it works. Use code TEST for a small discount.,"tutorial, setup, tips",Creator 23,unknown
V004116,P0824,Facebook,Synthetic Product Video 824-1,https://example.com/videos/v004116,2036-04-08,159,269612,238821,7871,14454,104139,listicle,surprising_fact,,,False,automation,Top 5 tips and best tools for this category.,This comparison explains the alternative and when it is worth it.,#demo #review #affiliate,Creator 24,unknown
V004117,P0824,YouTube,Synthetic Product Video 824-2,https://example.com/videos/v004117,2036-04-09,127,757497,,,,220739,demo,general_introduction,,,False,price,Step by step tutorial showing the setup and main benefits.,Struggling with setup? Here is how to fix it in a simple walkthrough.,#career #automation #template,Creator 24,unknown
V004118,P0824,YouTube,Synthetic Product Video 824-3,https://example.com/videos/v004118,2036-04-10,80,348118,51796,5739,27721,,testimonial,result_first,,True,,portability,Top 5 tips and best tools for this category.,Struggling with setup? Here is how to fix it in a simple walkthrough.,#career #automation #template,Creator 24,en
V004119,P0824,TikTok,Synthetic Product Video 824-4,https://example.com/videos/v004119,2036-04-11,56,672374,395217,27188,49394,348072,review,surprising_fact,True,False,True,speed,Quick demo and real example with a current price reminder.,Today I'm showing how it works. Use code TEST for a small discount.,"tutorial, setup, tips",Creator 24,en
V004120,P0824,Instagram,Synthetic Product Video 824-5,https://example.com/videos/v004120,2036-04-12,112,272366,175375,3422,25171,35648,lifestyle,result_first,True,,True,design,Step by step tutorial showing the setup and main benefits.,I got better results after using the template and export options.,#career #automation #template,Creator 24,en
V004121,P0825,Facebook,Synthetic Product Video 825-1,https://example.com/videos/v004121,2036-04-13,161,15202,9441,652,1501,72604,demo,surprising_fact,True,False,,design,Top 5 tips and best tools for this category.,This comparison explains the alternative and when it is worth it.,#demo #review #affiliate,Creator 25,en
V004122,P0825,YouTube,Synthetic Product Video 825-2,https://example.com/videos/v004122,2036-04-14,146,870298,,,,475816,lifestyle,discount_offer,False,,True,ease of use,Top 5 tips and best tools for this category.,I got better results after using the template and export options.,comparison | tools | discount,Creator 25,en
V004123,P0825,Facebook,Synthetic Product Video 825-3,https://example.com/videos/v004123,2036-04-15,24,555944,113789,5052,32688,,tutorial,general_introduction,,True,,design,Top 5 tips and best tools for this category.,Struggling with setup? Here is how to fix it in a simple walkthrough.,#demo #review #affiliate,Creator 25,en
V004124,P0825,TikTok,Synthetic Product Video 825-4,https://example.com/videos/v004124,2036-04-16,65,636806,329123,17762,44624,404182,comparison,general_introduction,True,True,,price,Honest review with pros and cons plus a link in bio.,Struggling with setup? Here is how to fix it in a simple walkthrough.,comparison | tools | discount,Creator 25,unknown
V004125,P0825,YouTube,Synthetic Product Video 825-5,https://example.com/videos/v004125,2036-04-17,67,766002,157837,5788,21159,125459,demo,problem_solution,True,,,speed,Top 5 tips and best tools for this category.,This comparison explains the alternative and when it is worth it.,#career #automation #template,Creator 25,en
V004126,P0826,Other,Synthetic Product Video 826-1,https://example.com/videos/v004126,2036-04-18,230,673046,102879,27761,8626,4395,listicle,problem_solution,,,False,design,Step by step tutorial showing the setup and main benefits.,Today I'm showing how it works. Use code TEST for a small discount.,#career #automation #template,Creator 1,unknown
V004127,P0826,TikTok,Synthetic Product Video 826-2,https://example.com/videos/v004127,2036-04-19,155,104596,,,,147822,testimonial,general_introduction,True,True,,speed,Top 5 tips and best tools for this category.,Today I'm showing how it works. Use code TEST for a small discount.,comparison | tools | discount,Creator 1,unknown
V004128,P0826,TikTok,Synthetic Product Video 826-3,https://example.com/videos/v004128,2036-04-20,25,481106,242434,10913,42732,,unboxing,problem_solution,,,True,portability,Top 5 tips and best tools for this category.,This comparison explains the alternative and when it is worth it.,"tutorial, setup, tips",Creator 1,en
V004129,P0826,TikTok,Synthetic Product Video 826-4,https://example.com/videos/v004129,2036-04-21,87,124539,83618,4223,9770,347278,testimonial,result_first,False,False,False,design,Quick demo and real example with a current price reminder.,Today I'm showing how it works. Use code TEST for a small discount.,comparison | tools | discount,Creator 1,unknown
V004130,P0826,TikTok,Synthetic Product Video 826-5,https://example.com/videos/v004130,2036-04-22,128,422255,207444,11272,40597,389367,unboxing,result_first,False,False,,durability,Honest review with pros and cons plus a link in bio.,I got better results after using the template and export options.,"tutorial, setup, tips",Creator 1,en
V004131,P0827,YouTube,Synthetic Product Video 827-1,https://example.com/videos/v004131,2036-04-23,194,365847,332885,6986,1029,261735,lifestyle,question,False,,False,ease of use,Step by step tutorial showing the setup and main benefits.,Struggling with setup? Here is how to fix it in a simple walkthrough.,"tutorial, setup, tips",Creator 2,en
V004132,P0827,Facebook,Synthetic Product Video 827-2,https://example.com/videos/v004132,2036-04-24,108,689006,,,,161821,review,question,True,False,,speed,Quick demo and real example with a current price reminder.,This comparison explains the alternative and when it is worth it.,"tutorial, setup, tips",Creator 2,en
V004133,P0827,Other,Synthetic Product Video 827-3,https://example.com/videos/v004133,2036-04-25,23,191358,190215,5276,13118,,review,problem_solution,False,False,False,durability,Step by step tutorial showing the setup and main benefits.,I got better results after using the template and export options.,"tutorial, setup, tips",Creator 2,en
V004134,P0827,Facebook,Synthetic Product Video 827-4,https://example.com/videos/v004134,2036-04-26,237,853667,728297,9510,49314,221528,comparison,discount_offer,False,,False,price,Quick demo and real example with a current price reminder.,I got better results after using the template and export options.,"tutorial, setup, tips",Creator 2,en
V004135,P0827,TikTok,Synthetic Product Video 827-5,https://example.com/videos/v004135,2036-04-27,230,440252,233343,17420,10076,188402,lifestyle,problem_solution,False,True,False,price,Step by step tutorial showing the setup and main benefits.,This comparison explains the alternative and when it is worth it.,#career #automation #template,Creator 2,en
V004136,P0828,Instagram,Synthetic Product Video 828-1,https://example.com/videos/v004136,2036-04-28,184,406360,343300,13938,33578,285761,lifestyle,discount_offer,False,,False,ease of use,Top 5 tips and best tools for this category.,I got better results after using the template and export options.,#career #automation #template,Creator 3,en
V004137,P0828,Other,Synthetic Product Video 828-2,https://example.com/videos/v004137,2036-04-29,196,366862,,,,105969,testimonial,discount_offer,True,,,automation,Honest review with pros and cons plus a link in bio.,This comparison explains the alternative and when it is worth it.,"tutorial, setup, tips",Creator 3,unknown
V004138,P0828,Facebook,Synthetic Product Video 828-3,https://example.com/videos/v004138,2036-04-30,196,170374,52399,2324,12075,,testimonial,result_first,False,True,,portability,Step by step tutorial showing the setup and main benefits.,This comparison explains the alternative and when it is worth it.,comparison | tools | discount,Creator 3,en
V004139,P0828,Instagram,Synthetic Product Video 828-4,https://example.com/videos/v004139,2036-05-01,10,877065,495767,41827,62451,437777,listicle,discount_offer,True,True,True,durability,Honest review with pros and cons plus a link in bio.,Today I'm showing how it works. Use code TEST for a small discount.,#demo #review #affiliate,Creator 3,unknown
V004140,P0828,TikTok,Synthetic Product Video 828-5,https://example.com/videos/v004140,2036-05-02,95,130447,108359,5023,6575,98321,demo,question,False,False,True,portability,Top 5 tips and best tools for this category.,Today I'm showing how it works. Use code TEST for a small discount.,#career #automation #template,Creator 3,unknown
V004141,P0829,Instagram,Synthetic Product Video 829-1,https://example.com/videos/v004141,2036-05-03,179,635736,441026,26185,9061,430190,comparison,surprising_fact,False,,,price,Quick demo and real example with a current price reminder.,Today I'm showing how it works. Use code TEST for a small discount.,comparison | tools | discount,Creator 4,en
V004142,P0829,Instagram,Synthetic Product Video 829-2,https://example.com/videos/v004142,2036-05-04,26,649367,,,,434853,comparison,surprising_fact,True,,,price,Quick demo and real example with a current price reminder.,Today I'm showing how it works. Use code TEST for a small discount.,#career #automation #template,Creator 4,unknown
V004143,P0829,TikTok,Synthetic Product Video 829-3,https://example.com/videos/v004143,2036-05-05,112,631209,341333,16843,42875,,lifestyle,problem_solution,False,,True,durability,Step by step tutorial showing the setup and main benefits.,I got better results after using the template and export options.,"tutorial, setup, tips",Creator 4,unknown
V004144,P0829,TikTok,Synthetic Product Video 829-4,https://example.com/videos/v004144,2036-05-06,26,146030,98612,5157,7543,216635,testimonial,surprising_fact,True,,,portability,Top 5 tips and best tools for this category.,I got better results after using the template and export options.,#demo #review #affiliate,Creator 4,en
V004145,P0829,Other,Synthetic Product Video 829-5,https://example.com/videos/v004145,2036-05-07,174,566489,112425,19702,29660,307284,unboxing,result_first,,False,False,ease of use,Top 5 tips and best tools for this category.,Struggling with setup? Here is how to fix it in a simple walkthrough.,#career #automation #template,Creator 4,unknown
V004146,P0830,YouTube,Synthetic Product Video 830-1,https://example.com/videos/v004146,2036-05-08,227,709661,436563,4674,64864,229934,testimonial,surprising_fact,False,True,False,customer support,Top 5 tips and best tools for this category.,Today I'm showing how it works. Use code TEST for a small discount.,"tutorial, setup, tips",Creator 5,unknown
V004147,P0830,TikTok,Synthetic Product Video 830-2,https://example.com/videos/v004147,2036-05-09,70,873561,,,,220231,unboxing,result_first,,,,automation,Top 5 tips and best tools for this category.,This comparison explains the alternative and when it is worth it.,comparison | tools | discount,Creator 5,en
V004148,P0830,Other,Synthetic Product Video 830-3,https://example.com/videos/v004148,2036-05-10,215,947683,264341,46649,49873,,testimonial,general_introduction,False,False,True,durability,Step by step tutorial showing the setup and main benefits.,I got better results after using the template and export options.,#demo #review #affiliate,Creator 5,en
V004149,P0830,Other,Synthetic Product Video 830-4,https://example.com/videos/v004149,2036-05-11,160,552054,94834,6256,840,60832,lifestyle,question,,False,True,automation,Top 5 tips and best tools for this category.,Today I'm showing how it works. Use code TEST for a small discount.,#demo #review #affiliate,Creator 5,unknown
V004150,P0830,YouTube,Synthetic Product Video 830-5,https://example.com/videos/v004150,2036-05-12,96,112782,22978,4304,2400,201760,lifestyle,question,,,True,speed,Honest review with pros and cons plus a link in bio.,This comparison explains the alternative and when it is worth it.,comparison | tools | discount,Creator 5,en
V004151,P0831,Instagram,Synthetic Product Video 831-1,https://example.com/videos/v004151,2036-05-13,165,172110,122504,8508,11972,244331,unboxing,discount_offer,False,,True,durability,Top 5 tips and best tools for this category.,Struggling with setup? Here is how to fix it in a simple walkthrough.,comparison | tools | discount,Creator 6,en
V004152,P0831,Instagram,Synthetic Product Video 831-2,https://example.com/videos/v004152,2036-05-14,126,596131,,,,372512,review,general_introduction,,True,False,design,Honest review with pros and cons plus a link in bio.,This comparison explains the alternative and when it is worth it.,#career #automation #template,Creator 6,en
V004153,P0831,TikTok,Synthetic Product Video 831-3,https://example.com/videos/v004153,2036-05-15,86,922504,184819,42295,61979,,tutorial,surprising_fact,,False,True,design,Top 5 tips and best tools for this category.,This comparison explains the alternative and when it is worth it.,#career #automation #template,Creator 6,en
V004154,P0831,Instagram,Synthetic Product Video 831-4,https://example.com/videos/v004154,2036-05-16,61,377554,161318,2034,3365,69894,lifestyle,result_first,True,,False,design,Quick demo and real example with a current price reminder.,Struggling with setup? Here is how to fix it in a simple walkthrough.,"tutorial, setup, tips",Creator 6,en
V004155,P0831,YouTube,Synthetic Product Video 831-5,https://example.com/videos/v004155,2036-05-17,216,329547,97315,13649,15033,226425,unboxing,general_introduction,False,,True,durability,Top 5 tips and best tools for this category.,Today I'm showing how it works. Use code TEST for a small discount.,#demo #review #affiliate,Creator 6,unknown
V004156,P0832,Other,Synthetic Product Video 832-1,https://example.com/videos/v004156,2036-05-18,41,684627,23221,4835,29119,120841,lifestyle,surprising_fact,False,False,True,customer support,Quick demo and real example with a current price reminder.,Struggling with setup? Here is how to fix it in a simple walkthrough.,#career #automation #template,Creator 7,en
V004157,P0832,YouTube,Synthetic Product Video 832-2,https://example.com/videos/v004157,2036-05-19,9,50655,,,,65576,demo,result_first,False,,,durability,Honest review with pros and cons plus a link in bio.,Today I'm showing how it works. Use code TEST for a small discount.,"tutorial, setup, tips",Creator 7,unknown
V004158,P0832,TikTok,Synthetic Product Video 832-3,https://example.com/videos/v004158,2036-05-20,122,301291,235417,11799,4547,,unboxing,discount_offer,,,,ease of use,Quick demo and real example with a current price reminder.,Today I'm showing how it works. Use code TEST for a small discount.,#career #automation #template,Creator 7,en
V004159,P0832,Facebook,Synthetic Product Video 832-4,https://example.com/videos/v004159,2036-05-21,207,192063,132556,8613,14164,235159,tutorial,problem_solution,False,,True,design,Quick demo and real example with a current price reminder.,Struggling with setup? Here is how to fix it in a simple walkthrough.,comparison | tools | discount,Creator 7,en
V004160,P0832,Facebook,Synthetic Product Video 832-5,https://example.com/videos/v004160,2036-05-22,163,748393,492033,22458,17436,381934,lifestyle,surprising_fact,,False,,design,Step by step tutorial showing the setup and main benefits.,This comparison explains the alternative and when it is worth it.,#career #automation #template,Creator 7,en
V004161,P0833,Facebook,Synthetic Product Video 833-1,https://example.com/videos/v004161,2036-05-23,22,238944,216784,11201,19971,454406,unboxing,question,True,,False,design,Quick demo and real example with a current price reminder.,Today I'm showing how it works. Use code TEST for a small discount.,#demo #review #affiliate,Creator 8,en
V004162,P0833,Other,Synthetic Product Video 833-2,https://example.com/videos/v004162,2036-05-24,157,420659,,,,366372,listicle,general_introduction,,False,False,ease of use,Top 5 tips and best tools for this category.,This comparison explains the alternative and when it is worth it.,#demo #review #affiliate,Creator 8,en
